date,humidité,temperature,periode_encoded,Mois,humidité-air,semaine_mois
2024-11-02,83.0,26,2,11,mauvais,1.0
2024-11-03,85.0,25,0,11,mauvais,1.0
2024-11-03,80.0,31,1,11,mauvais,1.0
2024-11-03,81.0,27,2,11,moyen,1.0
2024-11-04,85.0,25,0,11,mauvais,1.0
2024-11-04,80.0,31,1,11,mauvais,1.0
2024-11-04,85.0,26,2,11,mauvais,1.0
2024-11-05,88.0,25,0,11,très mauvais,1.0
2024-11-05,82.0,29,1,11,mauvais,1.0
2024-11-05,88.0,25,2,11,très mauvais,1.0
2024-11-06,87.0,27,0,11,mauvais,1.0
2024-11-06,80.0,30,1,11,mauvais,1.0
2024-11-06,84.0,29,2,11,mauvais,1.0
2024-11-07,86.0,26,0,11,mauvais,1.0
2024-11-07,80.0,29,1,11,mauvais,1.0
2024-11-07,85.0,28,2,11,mauvais,1.0
2024-11-08,90.0,23,0,11,très mauvais,2.0
2024-11-08,84.0,28,1,11,mauvais,2.0
2024-11-08,87.0,26,2,11,très mauvais,2.0
2024-11-09,85.0,25,0,11,mauvais,2.0
2024-11-09,80.0,30,1,11,mauvais,2.0
2024-11-09,84.0,27,2,11,mauvais,2.0
2024-11-10,84.0,26,0,11,mauvais,2.0
2024-11-10,80.0,31,1,11,mauvais,2.0
2024-11-10,84.0,29,2,11,mauvais,2.0
2024-11-11,86.0,24,0,11,mauvais,2.0
2024-11-11,80.0,29,1,11,mauvais,2.0
2024-11-11,84.0,25,2,11,mauvais,2.0
2024-11-12,86.0,26,0,11,mauvais,2.0
2024-11-12,80.0,29,1,11,mauvais,2.0
2024-11-12,85.0,27,2,11,mauvais,2.0
2024-11-13,86.0,27,0,11,mauvais,2.0
2024-11-13,80.0,31,1,11,mauvais,2.0
2024-11-13,82.0,28,2,11,moyen,2.0
2024-11-14,90.0,25,0,11,très mauvais,2.0
2024-11-14,83.0,29,1,11,mauvais,2.0
2024-11-14,85.0,27,2,11,mauvais,2.0
2024-11-15,86.0,26,0,11,mauvais,3.0
2024-11-15,80.0,30,1,11,mauvais,3.0
2024-11-15,84.0,26,2,11,mauvais,3.0
2024-11-16,84.0,25,0,11,mauvais,3.0
2024-11-16,80.0,31,1,11,mauvais,3.0
2024-11-16,80.0,27,2,11,moyen,3.0
2024-11-17,86.0,25,0,11,mauvais,3.0
2024-11-17,82.0,29,1,11,mauvais,3.0
2024-11-17,86.0,27,2,11,mauvais,3.0
2024-11-18,88.0,26,0,11,très mauvais,3.0
2024-11-18,80.0,31,1,11,mauvais,3.0
2024-11-18,82.0,27,2,11,moyen,3.0
2024-11-19,87.0,27,0,11,mauvais,3.0
2024-11-19,80.0,30,1,11,mauvais,3.0
2024-11-19,81.0,28,2,11,moyen,3.0
2024-11-20,87.0,25,0,11,mauvais,3.0
2024-11-20,80.0,30,1,11,mauvais,3.0
2024-11-20,83.0,27,2,11,mauvais,3.0
2024-11-21,85.0,26,0,11,mauvais,3.0
2024-11-21,80.0,31,1,11,mauvais,3.0
2024-11-21,85.0,26,2,11,mauvais,3.0
2024-11-22,84.0,26,0,11,mauvais,4.0
2024-11-22,80.0,30,1,11,mauvais,4.0
2024-11-22,81.0,29,2,11,moyen,4.0
2024-11-23,90.0,24,0,11,très mauvais,4.0
2024-11-23,82.0,29,1,11,mauvais,4.0
2024-11-23,88.0,27,2,11,très mauvais,4.0
2024-11-24,87.0,26,0,11,mauvais,4.0
2024-11-24,80.0,30,1,11,mauvais,4.0
2024-11-24,86.0,26,2,11,mauvais,4.0
2024-11-25,86.0,27,0,11,mauvais,4.0
2024-11-25,80.0,30,1,11,mauvais,4.0
2024-11-25,81.0,29,2,11,moyen,4.0
2024-11-26,88.0,25,0,11,très mauvais,4.0
2024-11-26,80.0,28,1,11,mauvais,4.0
2024-11-26,83.0,27,2,11,mauvais,4.0
2024-11-27,87.0,24,0,11,mauvais,4.0
2024-11-27,80.0,30,1,11,mauvais,4.0
2024-11-27,84.0,28,2,11,mauvais,4.0
2024-11-28,86.0,27,0,11,mauvais,4.0
2024-11-28,80.0,31,1,11,mauvais,4.0
2024-11-28,80.0,28,2,11,moyen,4.0
2024-11-29,91.0,25,0,11,très mauvais,5.0
2024-11-29,80.0,29,1,11,mauvais,5.0
2024-11-29,88.0,26,2,11,très mauvais,5.0
2024-11-30,87.0,26,0,11,mauvais,5.0
2024-11-30,80.0,29,1,11,mauvais,5.0
2024-11-30,86.0,27,2,11,mauvais,5.0
2024-12-01,90.0,25,0,12,très mauvais,1.0
2024-12-01,80.0,30,1,12,mauvais,1.0
2024-12-01,83.0,26,2,12,mauvais,1.0
2024-12-02,91.0,24,0,12,très mauvais,1.0
2024-12-02,80.0,28,1,12,mauvais,1.0
2024-12-02,85.0,27,2,12,mauvais,1.0
2024-12-03,86.0,27,0,12,mauvais,1.0
2024-12-03,80.0,29,1,12,mauvais,1.0
2024-12-03,83.0,27,2,12,mauvais,1.0
2024-12-04,90.0,24,0,12,très mauvais,1.0
2024-12-04,83.0,28,1,12,mauvais,1.0
2024-12-04,87.0,27,2,12,très mauvais,1.0
2024-12-05,90.0,25,0,12,très mauvais,1.0
2024-12-05,84.0,27,1,12,mauvais,1.0
2024-12-05,89.0,26,2,12,très mauvais,1.0
2024-12-06,88.0,26,0,12,très mauvais,1.0
2024-12-06,81.0,30,1,12,mauvais,1.0
2024-12-06,84.0,29,2,12,mauvais,1.0
2024-12-07,89.0,25,0,12,très mauvais,1.0
2024-12-07,80.0,29,1,12,mauvais,1.0
2024-12-07,87.0,27,2,12,très mauvais,1.0
2024-12-08,91.0,23,0,12,très mauvais,2.0
2024-12-08,83.0,27,1,12,mauvais,2.0
2024-12-08,87.0,26,2,12,très mauvais,2.0
2024-12-09,91.0,26,0,12,très mauvais,2.0
2024-12-09,81.0,28,1,12,mauvais,2.0
2024-12-09,88.0,26,2,12,très mauvais,2.0
2024-12-10,88.0,27,0,12,très mauvais,2.0
2024-12-10,80.0,30,1,12,mauvais,2.0
2024-12-10,84.0,28,2,12,mauvais,2.0
2024-12-11,89.0,24,0,12,très mauvais,2.0
2024-12-11,81.0,29,1,12,mauvais,2.0
2024-12-11,88.0,26,2,12,très mauvais,2.0
2024-12-12,89.0,24,0,12,très mauvais,2.0
2024-12-12,80.0,28,1,12,mauvais,2.0
2024-12-12,84.0,28,2,12,mauvais,2.0
2024-12-13,88.0,25,0,12,très mauvais,2.0
2024-12-13,80.0,30,1,12,mauvais,2.0
2024-12-13,85.0,29,2,12,mauvais,2.0
2024-12-14,89.0,23,0,12,très mauvais,2.0
2024-12-14,82.0,26,1,12,mauvais,2.0
2024-12-14,86.0,26,2,12,mauvais,2.0
2024-12-15,90.0,25,0,12,très mauvais,3.0
2024-12-15,82.0,30,1,12,mauvais,3.0
2024-12-15,84.0,28,2,12,mauvais,3.0
2024-12-16,85.0,27,0,12,mauvais,3.0
2024-12-16,80.0,30,1,12,mauvais,3.0
2024-12-16,86.0,28,2,12,mauvais,3.0
2024-12-17,89.0,23,0,12,très mauvais,3.0
2024-12-17,83.0,28,1,12,mauvais,3.0
2024-12-17,87.0,27,2,12,très mauvais,3.0
2024-12-18,90.0,25,0,12,très mauvais,3.0
2024-12-18,80.0,30,1,12,mauvais,3.0
2024-12-18,86.0,28,2,12,mauvais,3.0
2024-12-19,89.0,27,0,12,très mauvais,3.0
2024-12-19,81.0,31,1,12,mauvais,3.0
2024-12-19,83.0,27,2,12,mauvais,3.0
2024-12-20,88.0,25,0,12,très mauvais,3.0
2024-12-20,83.0,28,1,12,mauvais,3.0
2024-12-20,89.0,27,2,12,très mauvais,3.0
2024-12-21,89.0,24,0,12,très mauvais,3.0
2024-12-21,83.0,28,1,12,mauvais,3.0
2024-12-21,86.0,26,2,12,mauvais,3.0
2024-12-22,89.0,27,0,12,très mauvais,4.0
2024-12-22,80.0,30,1,12,mauvais,4.0
2024-12-22,84.0,28,2,12,mauvais,4.0
2024-12-23,91.0,25,0,12,très mauvais,4.0
2024-12-23,85.0,27,1,12,mauvais,4.0
2024-12-23,88.0,27,2,12,très mauvais,4.0
2024-12-24,90.0,24,0,12,très mauvais,4.0
2024-12-24,83.0,29,1,12,mauvais,4.0
2024-12-24,87.0,26,2,12,très mauvais,4.0
2024-12-25,89.0,25,0,12,très mauvais,4.0
2024-12-25,80.0,31,1,12,mauvais,4.0
2024-12-25,86.0,27,2,12,mauvais,4.0
2024-12-26,88.0,24,0,12,très mauvais,4.0
2024-12-26,81.0,29,1,12,mauvais,4.0
2024-12-26,88.0,27,2,12,très mauvais,4.0
2024-12-27,88.0,25,0,12,très mauvais,4.0
2024-12-27,83.0,29,1,12,mauvais,4.0
2024-12-27,85.0,27,2,12,mauvais,4.0
2024-12-28,89.0,26,0,12,très mauvais,4.0
2024-12-28,80.0,31,1,12,mauvais,4.0
2024-12-28,84.0,27,2,12,mauvais,4.0
2024-12-29,89.0,25,0,12,très mauvais,5.0
2024-12-29,83.0,27,1,12,mauvais,5.0
2024-12-29,90.0,26,2,12,très mauvais,5.0
2024-12-30,91.0,24,0,12,très mauvais,5.0
2024-12-30,80.0,30,1,12,mauvais,5.0
2024-12-30,86.0,26,2,12,mauvais,5.0
2024-12-31,87.0,25,0,12,mauvais,5.0
2024-12-31,82.0,31,1,12,mauvais,5.0
2024-12-31,87.0,27,2,12,très mauvais,5.0
